,s1,s2,s3,s4,s5,total,obtained,percentage,grade
8593,95,99,92,98,80,500,464,92.80000000000001,A+
8594,81,98,81,83,90,500,433,86.6,A+
8595,96,83,86,84,99,500,448,89.60000000000001,A+
8596,86,96,82,80,95,500,439,87.8,A+
8597,90,93,93,84,92,500,452,90.4,A+
8598,83,90,92,99,93,500,457,91.4,A+
8599,89,86,86,91,99,500,451,90.2,A+
8600,88,91,99,97,92,500,467,93.4,A+
8601,99,83,92,87,82,500,443,88.6,A+
8602,92,93,80,97,91,500,453,90.60000000000001,A+
8603,81,80,82,84,90,500,417,83.39999999999999,A+
8604,83,87,97,95,83,500,445,89.0,A+
8605,82,86,93,93,98,500,452,90.4,A+
8606,89,93,87,92,83,500,444,88.8,A+
8607,84,92,82,93,80,500,431,86.2,A+
8608,99,81,93,99,88,500,460,92.0,A+
8609,93,88,80,88,95,500,444,88.8,A+
8610,94,87,86,86,95,500,448,89.60000000000001,A+
8611,99,99,95,98,87,500,478,95.6,A+
8612,96,96,81,86,90,500,449,89.8,A+
8613,97,93,90,82,87,500,449,89.8,A+
8614,88,86,84,99,82,500,439,87.8,A+
8615,97,82,83,98,92,500,452,90.4,A+
8616,93,93,85,96,90,500,457,91.4,A+
8617,96,80,95,85,80,500,436,87.2,A+
8618,92,88,85,92,85,500,442,88.4,A+
8619,92,95,98,97,93,500,475,95.0,A+
8620,99,99,88,84,94,500,464,92.80000000000001,A+
8621,83,93,97,93,93,500,459,91.8,A+
8622,89,83,86,93,84,500,435,87.0,A+
8623,90,89,93,98,97,500,467,93.4,A+
8624,93,88,84,84,80,500,429,85.8,A+
8625,91,83,84,87,92,500,437,87.4,A+
8626,98,98,94,99,80,500,469,93.8,A+
8627,95,94,98,91,91,500,469,93.8,A+
8628,99,80,96,87,80,500,442,88.4,A+
8629,85,80,90,86,87,500,428,85.6,A+
8630,80,90,82,98,99,500,449,89.8,A+
8631,89,81,85,83,86,500,424,84.8,A+
8632,87,87,98,98,90,500,460,92.0,A+
8633,88,93,95,85,98,500,459,91.8,A+
8634,81,87,92,80,96,500,436,87.2,A+
8635,80,98,97,81,93,500,449,89.8,A+
8636,89,82,81,90,87,500,429,85.8,A+
8637,91,86,99,89,83,500,448,89.60000000000001,A+
8638,90,96,81,94,97,500,458,91.60000000000001,A+
8639,86,87,94,82,87,500,436,87.2,A+
8640,89,87,84,86,88,500,434,86.8,A+
8641,94,88,91,90,99,500,462,92.4,A+
8642,81,80,81,97,89,500,428,85.6,A+
8643,93,97,86,82,88,500,446,89.2,A+
8644,89,99,80,86,97,500,451,90.2,A+
8645,97,87,99,91,99,500,473,94.6,A+
8646,95,80,85,85,83,500,428,85.6,A+
8647,91,83,91,88,98,500,451,90.2,A+
8648,86,82,87,92,85,500,432,86.4,A+
8649,90,91,96,91,81,500,449,89.8,A+
8650,92,85,93,91,82,500,443,88.6,A+
8651,81,96,81,87,89,500,434,86.8,A+
8652,99,81,98,99,85,500,462,92.4,A+
8653,98,96,84,86,84,500,448,89.60000000000001,A+
8654,94,89,97,83,80,500,443,88.6,A+
8655,87,80,98,87,90,500,442,88.4,A+
8656,96,82,87,91,80,500,436,87.2,A+
8657,80,80,82,92,97,500,431,86.2,A+
8658,83,93,82,94,94,500,446,89.2,A+
8659,97,85,87,87,83,500,439,87.8,A+
8660,85,81,98,86,97,500,447,89.4,A+
8661,94,96,97,97,86,500,470,94.0,A+
8662,82,93,99,96,92,500,462,92.4,A+
8663,81,95,83,87,85,500,431,86.2,A+
8664,86,89,83,90,80,500,428,85.6,A+
8665,90,83,99,88,84,500,444,88.8,A+
8666,94,97,98,86,91,500,466,93.2,A+
8667,88,94,80,83,89,500,434,86.8,A+
8668,96,96,94,82,83,500,451,90.2,A+
8669,82,94,83,93,92,500,444,88.8,A+
8670,92,88,86,80,90,500,436,87.2,A+
8671,95,84,99,96,91,500,465,93.0,A+
8672,96,88,85,94,82,500,445,89.0,A+
8673,97,95,85,84,80,500,441,88.2,A+
8674,81,82,98,87,93,500,441,88.2,A+
8675,91,88,98,87,93,500,457,91.4,A+
8676,97,93,81,94,83,500,448,89.60000000000001,A+
8677,89,82,98,88,91,500,448,89.60000000000001,A+
8678,95,85,94,96,92,500,462,92.4,A+
8679,81,90,81,94,98,500,444,88.8,A+
8680,94,91,88,90,87,500,450,90.0,A+
8681,87,86,98,81,82,500,434,86.8,A+
8682,97,96,83,96,80,500,452,90.4,A+
8683,88,85,97,86,87,500,443,88.6,A+
8684,90,85,90,83,97,500,445,89.0,A+
8685,98,92,86,90,98,500,464,92.80000000000001,A+
8686,85,86,82,82,85,500,420,84.0,A+
8687,96,91,87,93,85,500,452,90.4,A+
8688,84,95,95,89,86,500,449,89.8,A+
8689,98,98,99,85,93,500,473,94.6,A+
8690,85,84,86,85,96,500,436,87.2,A+
8691,80,86,98,85,87,500,436,87.2,A+
8692,91,87,93,96,95,500,462,92.4,A+
8693,99,98,89,89,96,500,471,94.19999999999999,A+
8694,90,86,80,91,89,500,436,87.2,A+
8695,88,96,88,91,87,500,450,90.0,A+
8696,96,98,96,92,96,500,478,95.6,A+
8697,90,93,98,84,89,500,454,90.8,A+
8698,95,83,94,93,81,500,446,89.2,A+
8699,81,83,82,86,97,500,429,85.8,A+
8700,92,91,96,92,96,500,467,93.4,A+
8701,99,97,90,88,80,500,454,90.8,A+
8702,91,83,87,83,99,500,443,88.6,A+
8703,99,85,83,88,80,500,435,87.0,A+
8704,86,99,99,99,87,500,470,94.0,A+
8705,92,86,90,97,87,500,452,90.4,A+
8706,82,88,89,88,92,500,439,87.8,A+
8707,84,94,93,91,95,500,457,91.4,A+
8708,84,98,94,91,98,500,465,93.0,A+
8709,94,92,83,83,99,500,451,90.2,A+
8710,93,82,83,88,81,500,427,85.39999999999999,A+
8711,95,94,94,80,81,500,444,88.8,A+
8712,93,85,83,96,88,500,445,89.0,A+
8713,81,80,89,81,98,500,429,85.8,A+
8714,87,86,97,83,96,500,449,89.8,A+
8715,85,80,95,96,83,500,439,87.8,A+
8716,85,94,81,93,84,500,437,87.4,A+
8717,88,82,87,94,81,500,432,86.4,A+
8718,85,80,86,87,83,500,421,84.2,A+
8719,99,99,98,80,99,500,475,95.0,A+
8720,84,97,83,99,97,500,460,92.0,A+
8721,88,99,85,92,83,500,447,89.4,A+
8722,82,92,86,99,98,500,457,91.4,A+
8723,94,91,85,93,87,500,450,90.0,A+
8724,90,97,94,89,97,500,467,93.4,A+
8725,81,93,87,81,82,500,424,84.8,A+
8726,82,95,80,83,99,500,439,87.8,A+
8727,85,98,98,93,95,500,469,93.8,A+
8728,91,91,93,93,81,500,449,89.8,A+
8729,93,86,92,93,80,500,444,88.8,A+
8730,87,99,87,85,88,500,446,89.2,A+
8731,86,84,91,81,86,500,428,85.6,A+
8732,96,97,84,83,86,500,446,89.2,A+
8733,95,92,94,96,97,500,474,94.8,A+
8734,93,91,86,95,87,500,452,90.4,A+
8735,82,93,82,81,87,500,425,85.0,A+
8736,93,82,88,98,90,500,451,90.2,A+
8737,86,91,97,95,87,500,456,91.2,A+
8738,95,97,81,82,91,500,446,89.2,A+
8739,89,81,83,89,81,500,423,84.6,A+
8740,90,85,94,92,87,500,448,89.60000000000001,A+
8741,91,94,86,95,91,500,457,91.4,A+
8742,95,94,86,99,87,500,461,92.2,A+
8743,99,95,99,80,96,500,469,93.8,A+
8744,88,82,85,94,96,500,445,89.0,A+
8745,80,86,87,90,83,500,426,85.2,A+
8746,89,85,86,95,81,500,436,87.2,A+
8747,85,94,90,96,97,500,462,92.4,A+
8748,95,99,89,80,86,500,449,89.8,A+
8749,96,80,91,85,93,500,445,89.0,A+
8750,99,94,98,90,83,500,464,92.80000000000001,A+
8751,89,85,96,90,86,500,446,89.2,A+
8752,92,92,88,88,92,500,452,90.4,A+
8753,90,87,94,94,81,500,446,89.2,A+
8754,84,94,82,92,84,500,436,87.2,A+
8755,98,80,98,82,89,500,447,89.4,A+
8756,92,80,83,84,91,500,430,86.0,A+
8757,83,85,94,92,84,500,438,87.6,A+
8758,80,91,88,94,82,500,435,87.0,A+
8759,90,81,93,84,90,500,438,87.6,A+
8760,92,81,80,86,84,500,423,84.6,A+
8761,98,95,86,89,94,500,462,92.4,A+
8762,98,89,86,92,99,500,464,92.80000000000001,A+
8763,94,94,83,82,83,500,436,87.2,A+
8764,84,95,81,92,96,500,448,89.60000000000001,A+
8765,96,82,86,88,88,500,440,88.0,A+
8766,87,85,96,92,91,500,451,90.2,A+
8767,90,99,88,95,89,500,461,92.2,A+
8768,86,91,99,80,89,500,445,89.0,A+
8769,82,92,93,88,88,500,443,88.6,A+
8770,89,83,87,94,85,500,438,87.6,A+
8771,90,85,97,88,86,500,446,89.2,A+
8772,96,82,96,98,96,500,468,93.60000000000001,A+
8773,82,85,82,84,82,500,415,83.0,A+
8774,88,89,84,91,91,500,443,88.6,A+
8775,84,88,94,91,84,500,441,88.2,A+
8776,81,81,97,85,93,500,437,87.4,A+
8777,89,92,88,93,82,500,444,88.8,A+
8778,86,97,85,96,86,500,450,90.0,A+
8779,96,97,97,82,91,500,463,92.60000000000001,A+
8780,92,94,97,95,90,500,468,93.60000000000001,A+
8781,92,99,83,87,89,500,450,90.0,A+
8782,87,92,85,81,90,500,435,87.0,A+
8783,86,85,85,94,88,500,438,87.6,A+
8784,80,94,96,85,80,500,435,87.0,A+
8785,86,84,94,88,90,500,442,88.4,A+
8786,98,84,89,85,97,500,453,90.60000000000001,A+
8787,96,90,88,81,90,500,445,89.0,A+
8788,91,92,81,82,96,500,442,88.4,A+
8789,94,80,83,80,89,500,426,85.2,A+
8790,85,89,80,93,90,500,437,87.4,A+
8791,81,89,85,89,85,500,429,85.8,A+
8792,80,82,91,87,98,500,438,87.6,A+
8793,86,81,85,80,96,500,428,85.6,A+
8794,86,81,80,90,96,500,433,86.6,A+
8795,82,95,83,99,99,500,458,91.60000000000001,A+
8796,92,85,89,97,86,500,449,89.8,A+
8797,84,84,84,87,90,500,429,85.8,A+
8798,84,95,93,98,85,500,455,91.0,A+
8799,96,81,87,90,97,500,451,90.2,A+
8800,89,99,91,87,80,500,446,89.2,A+
8801,92,94,84,94,92,500,456,91.2,A+
8802,92,80,94,97,84,500,447,89.4,A+
8803,98,85,81,98,88,500,450,90.0,A+
8804,84,96,85,81,87,500,433,86.6,A+
8805,91,88,86,90,88,500,443,88.6,A+
8806,82,96,80,86,88,500,432,86.4,A+
8807,82,95,89,88,96,500,450,90.0,A+
8808,84,85,98,99,85,500,451,90.2,A+
8809,81,95,86,99,88,500,449,89.8,A+
8810,81,92,88,96,81,500,438,87.6,A+
8811,96,81,83,98,81,500,439,87.8,A+
8812,85,89,82,94,85,500,435,87.0,A+
8813,93,90,97,90,89,500,459,91.8,A+
8814,98,81,84,83,90,500,436,87.2,A+
8815,98,99,81,96,91,500,465,93.0,A+
8816,90,92,98,96,95,500,471,94.19999999999999,A+
8817,87,87,93,86,83,500,436,87.2,A+
8818,83,84,98,95,90,500,450,90.0,A+
8819,81,91,97,93,83,500,445,89.0,A+
8820,96,83,88,93,83,500,443,88.6,A+
8821,90,80,81,83,83,500,417,83.39999999999999,A+
8822,95,84,90,81,88,500,438,87.6,A+
8823,85,97,80,89,82,500,433,86.6,A+
8824,84,91,95,94,96,500,460,92.0,A+
8825,92,82,85,84,89,500,432,86.4,A+
8826,91,92,85,94,95,500,457,91.4,A+
8827,85,99,93,86,86,500,449,89.8,A+
8828,82,93,94,91,80,500,440,88.0,A+
8829,84,88,94,80,80,500,426,85.2,A+
8830,90,90,90,89,98,500,457,91.4,A+
8831,99,89,84,96,92,500,460,92.0,A+
8832,92,88,83,97,86,500,446,89.2,A+
8833,92,96,80,92,97,500,457,91.4,A+
8834,87,96,98,98,86,500,465,93.0,A+
8835,89,94,97,87,83,500,450,90.0,A+
8836,92,96,99,81,93,500,461,92.2,A+
8837,82,84,96,84,99,500,445,89.0,A+
8838,99,98,80,81,84,500,442,88.4,A+
8839,82,80,88,97,92,500,439,87.8,A+
8840,93,85,85,80,85,500,428,85.6,A+
8841,93,82,97,80,92,500,444,88.8,A+
8842,88,93,99,95,87,500,462,92.4,A+
8843,83,99,90,96,96,500,464,92.80000000000001,A+
8844,95,80,92,80,81,500,428,85.6,A+
8845,81,93,89,97,99,500,459,91.8,A+
8846,84,91,80,90,91,500,436,87.2,A+
8847,84,92,91,84,82,500,433,86.6,A+
8848,91,80,80,97,87,500,435,87.0,A+
8849,93,90,92,84,89,500,448,89.60000000000001,A+
8850,89,91,81,97,92,500,450,90.0,A+
8851,83,90,80,90,95,500,438,87.6,A+
8852,85,84,94,82,98,500,443,88.6,A+
8853,90,85,81,98,88,500,442,88.4,A+
8854,95,96,92,87,96,500,466,93.2,A+
8855,85,81,87,92,90,500,435,87.0,A+
8856,82,96,98,89,96,500,461,92.2,A+
8857,89,93,97,88,80,500,447,89.4,A+
8858,94,96,95,92,93,500,470,94.0,A+
8859,98,95,89,96,87,500,465,93.0,A+
8860,99,81,99,95,80,500,454,90.8,A+
8861,86,90,83,99,80,500,438,87.6,A+
8862,85,80,88,84,96,500,433,86.6,A+
8863,99,94,94,88,80,500,455,91.0,A+
8864,92,90,81,92,90,500,445,89.0,A+
8865,93,87,94,92,95,500,461,92.2,A+
8866,87,91,84,80,95,500,437,87.4,A+
8867,97,92,88,97,87,500,461,92.2,A+
8868,89,92,81,93,92,500,447,89.4,A+
8869,87,81,91,87,84,500,430,86.0,A+
8870,89,95,97,85,98,500,464,92.80000000000001,A+
8871,98,95,89,97,98,500,477,95.39999999999999,A+
8872,94,82,90,81,83,500,430,86.0,A+
8873,83,98,86,96,90,500,453,90.60000000000001,A+
8874,92,98,85,86,90,500,451,90.2,A+
8875,91,90,85,80,81,500,427,85.39999999999999,A+
8876,94,86,95,91,85,500,451,90.2,A+
8877,93,88,81,94,84,500,440,88.0,A+
8878,85,97,98,91,99,500,470,94.0,A+
8879,85,99,82,92,90,500,448,89.60000000000001,A+
8880,93,84,97,98,83,500,455,91.0,A+
8881,91,97,88,83,95,500,454,90.8,A+
8882,89,84,90,87,86,500,436,87.2,A+
8883,89,83,81,90,99,500,442,88.4,A+
8884,90,94,81,81,86,500,432,86.4,A+
8885,94,89,93,90,81,500,447,89.4,A+
8886,92,89,82,90,96,500,449,89.8,A+
8887,94,97,97,82,94,500,464,92.80000000000001,A+
8888,81,96,83,99,91,500,450,90.0,A+
8889,90,99,95,99,91,500,474,94.8,A+
8890,84,83,84,96,91,500,438,87.6,A+
8891,99,94,93,95,91,500,472,94.39999999999999,A+
8892,92,92,93,97,84,500,458,91.60000000000001,A+
8893,81,99,92,90,84,500,446,89.2,A+
8894,85,88,89,85,80,500,427,85.39999999999999,A+
8895,94,84,97,93,93,500,461,92.2,A+
8896,90,82,86,99,88,500,445,89.0,A+
8897,92,93,91,98,86,500,460,92.0,A+
8898,96,94,86,99,88,500,463,92.60000000000001,A+
8899,80,86,92,89,95,500,442,88.4,A+
8900,89,84,85,85,87,500,430,86.0,A+
8901,98,83,99,89,91,500,460,92.0,A+
8902,84,92,96,95,93,500,460,92.0,A+
8903,81,92,90,80,93,500,436,87.2,A+
8904,94,97,91,86,95,500,463,92.60000000000001,A+
8905,96,85,88,87,83,500,439,87.8,A+
8906,93,97,81,80,85,500,436,87.2,A+
8907,90,93,91,98,92,500,464,92.80000000000001,A+
8908,86,82,93,81,95,500,437,87.4,A+
8909,82,97,82,91,91,500,443,88.6,A+
8910,93,87,90,88,83,500,441,88.2,A+
8911,90,91,83,85,82,500,431,86.2,A+
8912,83,88,80,85,89,500,425,85.0,A+
8913,95,86,82,87,80,500,430,86.0,A+
8914,94,91,86,95,87,500,453,90.60000000000001,A+
8915,92,82,82,94,93,500,443,88.6,A+
8916,89,81,97,99,85,500,451,90.2,A+
8917,84,93,98,95,86,500,456,91.2,A+
8918,92,80,93,88,85,500,438,87.6,A+
8919,89,87,81,92,87,500,436,87.2,A+
8920,97,94,90,93,94,500,468,93.60000000000001,A+
8921,98,92,94,95,96,500,475,95.0,A+
8922,86,92,88,91,84,500,441,88.2,A+
8923,85,83,85,87,95,500,435,87.0,A+
8924,93,83,82,82,87,500,427,85.39999999999999,A+
8925,97,93,95,80,85,500,450,90.0,A+
8926,93,80,82,93,89,500,437,87.4,A+
8927,83,92,88,91,88,500,442,88.4,A+
8928,89,88,93,91,91,500,452,90.4,A+
8929,93,82,85,95,91,500,446,89.2,A+
8930,94,80,80,83,98,500,435,87.0,A+
8931,89,97,87,86,91,500,450,90.0,A+
8932,92,89,93,92,80,500,446,89.2,A+
8933,88,81,82,81,96,500,428,85.6,A+
8934,83,89,90,83,85,500,430,86.0,A+
8935,82,83,98,87,85,500,435,87.0,A+
8936,92,92,87,85,87,500,443,88.6,A+
8937,92,96,88,80,99,500,455,91.0,A+
8938,98,92,90,98,99,500,477,95.39999999999999,A+
8939,91,87,96,90,87,500,451,90.2,A+
8940,83,93,82,80,87,500,425,85.0,A+
8941,91,90,92,84,87,500,444,88.8,A+
8942,93,90,86,92,98,500,459,91.8,A+
8943,81,95,88,99,92,500,455,91.0,A+
8944,94,88,91,87,90,500,450,90.0,A+
8945,85,87,97,80,90,500,439,87.8,A+
8946,96,89,89,89,80,500,443,88.6,A+
8947,93,80,82,85,81,500,421,84.2,A+
8948,96,80,87,90,83,500,436,87.2,A+
8949,98,93,93,94,91,500,469,93.8,A+
8950,90,83,88,97,94,500,452,90.4,A+
8951,88,83,84,87,98,500,440,88.0,A+
8952,99,82,88,90,96,500,455,91.0,A+
8953,90,88,80,99,91,500,448,89.60000000000001,A+
8954,94,84,90,95,90,500,453,90.60000000000001,A+
8955,97,92,86,99,95,500,469,93.8,A+
8956,84,88,82,83,86,500,423,84.6,A+
8957,95,93,99,95,87,500,469,93.8,A+
8958,84,89,98,86,80,500,437,87.4,A+
8959,97,92,81,83,92,500,445,89.0,A+
8960,87,90,96,85,80,500,438,87.6,A+
8961,90,95,87,96,93,500,461,92.2,A+
8962,86,97,87,90,93,500,453,90.60000000000001,A+
8963,98,82,84,90,80,500,434,86.8,A+
8964,86,86,80,90,85,500,427,85.39999999999999,A+
8965,80,80,88,96,88,500,432,86.4,A+
8966,90,85,89,94,83,500,441,88.2,A+
8967,82,81,90,99,80,500,432,86.4,A+
8968,82,99,96,81,92,500,450,90.0,A+
8969,81,87,93,94,98,500,453,90.60000000000001,A+
8970,98,80,95,81,90,500,444,88.8,A+
8971,90,86,92,86,94,500,448,89.60000000000001,A+
8972,88,80,83,85,86,500,422,84.39999999999999,A+
8973,93,93,81,86,98,500,451,90.2,A+
8974,87,83,95,95,97,500,457,91.4,A+
8975,80,87,95,84,83,500,429,85.8,A+
8976,87,80,89,95,85,500,436,87.2,A+
8977,84,83,97,92,92,500,448,89.60000000000001,A+
8978,99,89,87,85,97,500,457,91.4,A+
8979,86,92,95,86,97,500,456,91.2,A+
8980,94,89,84,82,80,500,429,85.8,A+
8981,83,92,97,83,89,500,444,88.8,A+
8982,92,90,82,80,88,500,432,86.4,A+
8983,85,85,98,85,97,500,450,90.0,A+
8984,92,89,93,97,95,500,466,93.2,A+
8985,89,84,91,89,83,500,436,87.2,A+
8986,88,88,91,80,88,500,435,87.0,A+
8987,84,85,86,84,81,500,420,84.0,A+
8988,85,83,94,87,89,500,438,87.6,A+
8989,98,93,80,88,83,500,442,88.4,A+
8990,83,88,93,88,86,500,438,87.6,A+
8991,98,85,84,81,99,500,447,89.4,A+
8992,86,94,97,93,83,500,453,90.60000000000001,A+
8993,80,87,86,84,80,500,417,83.39999999999999,A+
8994,97,81,80,97,94,500,449,89.8,A+
8995,82,99,92,85,98,500,456,91.2,A+
8996,97,92,94,92,95,500,470,94.0,A+
8997,91,85,86,81,90,500,433,86.6,A+
8998,92,97,83,94,95,500,461,92.2,A+
8999,99,86,92,95,92,500,464,92.80000000000001,A+
9000,80,89,94,80,91,500,434,86.8,A+
9001,89,88,94,87,85,500,443,88.6,A+
9002,80,84,84,91,89,500,428,85.6,A+
9003,91,84,93,92,96,500,456,91.2,A+
9004,91,83,94,88,98,500,454,90.8,A+
9005,89,85,90,99,87,500,450,90.0,A+
9006,90,99,80,91,83,500,443,88.6,A+
9007,87,81,81,95,80,500,424,84.8,A+
9008,90,85,87,95,94,500,451,90.2,A+
9009,97,93,80,83,80,500,433,86.6,A+
9010,94,83,94,93,85,500,449,89.8,A+
9011,96,81,93,90,80,500,440,88.0,A+
9012,93,82,80,92,93,500,440,88.0,A+
9013,87,90,93,83,89,500,442,88.4,A+
9014,94,89,85,99,82,500,449,89.8,A+
9015,88,83,88,91,94,500,444,88.8,A+
9016,82,95,86,90,98,500,451,90.2,A+
9017,93,88,95,99,83,500,458,91.60000000000001,A+
9018,84,97,92,82,98,500,453,90.60000000000001,A+
9019,87,87,84,85,88,500,431,86.2,A+
9020,85,92,87,88,89,500,441,88.2,A+
9021,82,82,96,90,88,500,438,87.6,A+
9022,99,99,88,83,99,500,468,93.60000000000001,A+
9023,90,95,86,83,97,500,451,90.2,A+
9024,87,95,87,95,97,500,461,92.2,A+
9025,81,82,81,89,80,500,413,82.6,A+
9026,83,85,80,99,87,500,434,86.8,A+
9027,89,92,85,86,83,500,435,87.0,A+
9028,80,83,97,83,86,500,429,85.8,A+
9029,90,90,83,86,93,500,442,88.4,A+
9030,81,89,89,96,96,500,451,90.2,A+
9031,91,95,85,88,95,500,454,90.8,A+
9032,90,99,90,94,80,500,453,90.60000000000001,A+
9033,98,97,88,99,83,500,465,93.0,A+
9034,87,85,95,86,93,500,446,89.2,A+
9035,98,91,88,87,90,500,454,90.8,A+
9036,94,96,94,81,85,500,450,90.0,A+
9037,83,95,98,93,95,500,464,92.80000000000001,A+
9038,97,88,84,97,87,500,453,90.60000000000001,A+
9039,87,83,99,85,97,500,451,90.2,A+
9040,93,87,80,88,81,500,429,85.8,A+
9041,99,98,91,97,96,500,481,96.2,A+
9042,98,95,80,85,92,500,450,90.0,A+
9043,97,81,95,81,84,500,438,87.6,A+
9044,92,93,98,87,91,500,461,92.2,A+
9045,92,97,95,85,93,500,462,92.4,A+
9046,81,99,96,96,91,500,463,92.60000000000001,A+
9047,94,93,83,86,93,500,449,89.8,A+
9048,92,88,92,82,97,500,451,90.2,A+
9049,91,94,81,86,86,500,438,87.6,A+
9050,83,87,86,97,97,500,450,90.0,A+
9051,96,93,89,88,87,500,453,90.60000000000001,A+
9052,85,96,86,84,80,500,431,86.2,A+
9053,94,95,94,80,83,500,446,89.2,A+
9054,89,94,92,99,97,500,471,94.19999999999999,A+
9055,95,89,90,82,89,500,445,89.0,A+
9056,99,94,82,90,96,500,461,92.2,A+
9057,99,93,85,93,90,500,460,92.0,A+
9058,81,88,93,97,88,500,447,89.4,A+
9059,81,82,98,96,80,500,437,87.4,A+
9060,90,94,95,97,95,500,471,94.19999999999999,A+
9061,93,84,94,89,87,500,447,89.4,A+
9062,86,86,95,91,82,500,440,88.0,A+
9063,94,92,80,90,92,500,448,89.60000000000001,A+
9064,91,83,87,84,81,500,426,85.2,A+
9065,81,91,98,91,94,500,455,91.0,A+
9066,99,94,81,87,85,500,446,89.2,A+
9067,84,95,85,86,91,500,441,88.2,A+
9068,91,96,89,92,87,500,455,91.0,A+
9069,91,92,97,94,83,500,457,91.4,A+
9070,86,96,99,80,94,500,455,91.0,A+
9071,84,92,89,81,81,500,427,85.39999999999999,A+
9072,87,83,90,95,90,500,445,89.0,A+
9073,86,82,83,95,97,500,443,88.6,A+
9074,90,88,92,88,91,500,449,89.8,A+
9075,97,88,89,82,81,500,437,87.4,A+
9076,94,88,83,90,99,500,454,90.8,A+
9077,84,92,88,90,81,500,435,87.0,A+
9078,81,95,83,99,92,500,450,90.0,A+
9079,85,93,88,95,97,500,458,91.60000000000001,A+
9080,98,91,91,84,91,500,455,91.0,A+
9081,98,90,88,83,90,500,449,89.8,A+
9082,85,82,87,95,99,500,448,89.60000000000001,A+
9083,88,99,90,90,82,500,449,89.8,A+
9084,87,87,93,87,96,500,450,90.0,A+
9085,99,86,86,84,88,500,443,88.6,A+
9086,88,90,98,92,81,500,449,89.8,A+
9087,96,88,91,97,87,500,459,91.8,A+
9088,83,99,94,80,85,500,441,88.2,A+
9089,83,91,81,90,87,500,432,86.4,A+
9090,87,81,89,96,86,500,439,87.8,A+
9091,91,87,85,91,87,500,441,88.2,A+
9092,84,94,92,93,82,500,445,89.0,A+
9093,92,91,81,96,81,500,441,88.2,A+
9094,81,98,87,83,84,500,433,86.6,A+
9095,80,98,90,95,85,500,448,89.60000000000001,A+
9096,97,90,88,85,96,500,456,91.2,A+
9097,91,87,81,97,82,500,438,87.6,A+
9098,96,85,92,95,81,500,449,89.8,A+
9099,92,81,82,80,85,500,420,84.0,A+
9100,87,89,81,81,93,500,431,86.2,A+
9101,94,89,83,98,86,500,450,90.0,A+
9102,94,81,99,99,87,500,460,92.0,A+
9103,83,81,91,99,92,500,446,89.2,A+
9104,89,87,90,93,96,500,455,91.0,A+
9105,81,93,85,89,81,500,429,85.8,A+
9106,82,92,87,94,80,500,435,87.0,A+
9107,82,91,99,82,95,500,449,89.8,A+
9108,99,80,97,99,86,500,461,92.2,A+
9109,83,94,95,83,94,500,449,89.8,A+
9110,90,83,94,88,82,500,437,87.4,A+
9111,85,94,88,81,94,500,442,88.4,A+
9112,92,93,99,94,96,500,474,94.8,A+
9113,83,87,91,97,82,500,440,88.0,A+
9114,84,82,82,92,99,500,439,87.8,A+
9115,94,93,87,93,97,500,464,92.80000000000001,A+
9116,91,86,86,93,96,500,452,90.4,A+
9117,97,88,95,99,84,500,463,92.60000000000001,A+
9118,99,98,98,85,85,500,465,93.0,A+
9119,93,84,90,96,90,500,453,90.60000000000001,A+
9120,93,80,93,92,83,500,441,88.2,A+
9121,97,96,87,81,95,500,456,91.2,A+
9122,86,81,90,94,81,500,432,86.4,A+
9123,84,90,93,87,91,500,445,89.0,A+
9124,91,81,91,91,83,500,437,87.4,A+
9125,96,99,83,98,86,500,462,92.4,A+
9126,91,95,82,93,82,500,443,88.6,A+
9127,97,90,91,85,80,500,443,88.6,A+
9128,99,83,89,89,83,500,443,88.6,A+
9129,92,89,86,90,80,500,437,87.4,A+
9130,90,87,96,89,89,500,451,90.2,A+
9131,84,96,89,92,92,500,453,90.60000000000001,A+
9132,86,95,90,87,84,500,442,88.4,A+
9133,81,89,81,85,88,500,424,84.8,A+
9134,81,90,83,92,91,500,437,87.4,A+
9135,84,94,90,84,99,500,451,90.2,A+
9136,98,92,88,85,84,500,447,89.4,A+
9137,83,87,93,88,94,500,445,89.0,A+
9138,87,94,84,86,92,500,443,88.6,A+
9139,91,97,97,87,86,500,458,91.60000000000001,A+
9140,86,88,85,94,91,500,444,88.8,A+
9141,98,86,91,93,95,500,463,92.60000000000001,A+
9142,96,94,90,82,87,500,449,89.8,A+
9143,80,88,94,97,92,500,451,90.2,A+
9144,92,96,98,93,90,500,469,93.8,A+
9145,82,95,95,84,88,500,444,88.8,A+
9146,96,83,84,90,90,500,443,88.6,A+
9147,80,94,97,98,93,500,462,92.4,A+
9148,81,97,97,83,83,500,441,88.2,A+
9149,87,98,83,92,99,500,459,91.8,A+
9150,98,97,99,88,92,500,474,94.8,A+
9151,92,98,83,91,84,500,448,89.60000000000001,A+
9152,86,89,82,95,86,500,438,87.6,A+
9153,92,95,81,88,90,500,446,89.2,A+
9154,99,83,87,99,99,500,467,93.4,A+
9155,94,81,92,93,94,500,454,90.8,A+
9156,84,85,99,80,80,500,428,85.6,A+
9157,80,84,95,85,98,500,442,88.4,A+
9158,87,94,84,92,99,500,456,91.2,A+
9159,83,99,88,84,85,500,439,87.8,A+
9160,95,85,88,90,98,500,456,91.2,A+
9161,96,92,97,91,81,500,457,91.4,A+
